post_id,raw_slug,reason,details
2620,"jackson-county-veterinary-clinic",not_gd_place,"listing"
2621,"mesa-veterinary-clinic",not_gd_place,"listing"
2622,"deason-animal-hospital",not_gd_place,"listing"
2623,"live-oak-county-veterinary-services",not_gd_place,"listing"
2624,"giddings-veterinary-clinic",not_gd_place,"listing"
2625,"guadalupe-valley-veterinary-clinic",not_gd_place,"listing"
2626,"granbury-animal-clinic",not_gd_place,"listing"
2627,"greenville-animal-hospital",not_gd_place,"listing"
2628,"hondo-veterinary-hospital",not_gd_place,"listing"
2629,"kerrville-veterinary-clinic",not_gd_place,"listing"
2630,"fayette-county-vet-clinic-inc",not_gd_place,"listing"
2631,"chisholm-trail-veterinary-clinic-pc",not_gd_place,"listing"
2632,"agri-tech-animal-health-llc",not_gd_place,"listing"
2633,"cross-timbers-veterinary-hospital",not_gd_place,"listing"
2634,"gray-county-veterinary-clinic",not_gd_place,"listing"
2635,"carson-county-veterinary-clinic",not_gd_place,"listing"
2636,"kings-highway-animal-clinic",not_gd_place,"listing"
2637,"mccoy-veterinary-clinic",not_gd_place,"listing"
2638,"consolidated-veterinary-services",not_gd_place,"listing"
2639,"dee-king-trucking",not_gd_place,"listing"
2640,"super-sonic-livestock-transportation",not_gd_place,"listing"
2641,"circle-eight-livestock-and-hauling",not_gd_place,"listing"
2642,"aric-hendricks-trucking",not_gd_place,"listing"
2643,"ranch-4m-cattle-trucks",not_gd_place,"listing"
2644,"forerunner-ag",not_gd_place,"listing"
2645,"world-wide-livestock-express",not_gd_place,"listing"
2646,"dominguez-cattle-hauling",not_gd_place,"listing"
2647,"penney-heavy-hauling",not_gd_place,"listing"
2648,"esl-heavy-equipment-hauling",not_gd_place,"listing"
2649,"chemas-trucking-llc",not_gd_place,"listing"
2650,"norman-heavy-haul",not_gd_place,"listing"
2651,"abc-heavy-hauls",not_gd_place,"listing"
2652,"gibson-heavy-haul",not_gd_place,"listing"
2653,"piazza-trucking",not_gd_place,"listing"
2654,"west-star-transportation",not_gd_place,"listing"
2655,"tom-thorp-transports",not_gd_place,"listing"
2656,"complete-heavy-haul",not_gd_place,"listing"
2657,"2s-transportation",not_gd_place,"listing"
2658,"reece-albert-trucking-llc",not_gd_place,"listing"
2659,"rjb-trucking-inc",not_gd_place,"listing"
2660,"tuscola-tractor-sales",not_gd_place,"listing"
2661,"watts-tractor-co",not_gd_place,"listing"
2662,"audilets-tractor-sales-inc",not_gd_place,"listing"
2663,"boaz-farm-ranch-equipment",not_gd_place,"listing"
2664,"tuff-machinery",not_gd_place,"listing"
2665,"small-farm-innovations",not_gd_place,"listing"
2666,"normangee-tractor-impl-co",not_gd_place,"listing"
2667,"king-farm-equipment",not_gd_place,"listing"
2668,"bishop-farm-equipment",not_gd_place,"listing"
2669,"rockin-moose",not_gd_place,"listing"
2670,"saturn-sales-service",not_gd_place,"listing"
2671,"sullivan-equipment-sales-llc",not_gd_place,"listing"
2672,"boehm-tractor-sales",not_gd_place,"listing"
2673,"bjm-sales-and-service",not_gd_place,"listing"
2674,"kaddatz-equipment",not_gd_place,"listing"
2675,"heiligman-equipment-llc",not_gd_place,"listing"
2676,"fastlane-equipment-sales",not_gd_place,"listing"
2677,"shirley-equipment-company-inc",not_gd_place,"listing"
2678,"jarvis-farm-equipment",not_gd_place,"listing"
2679,"texstar-equpiment-sales",not_gd_place,"listing"
2680,"morgan-livestock-equipment",not_gd_place,"listing"
2681,"dogwood-sales-service",not_gd_place,"listing"
2682,"paris-farm-ranch",not_gd_place,"listing"
2683,"henderson-tractor-and-implement-llc",not_gd_place,"listing"
2684,"grande-equipment",not_gd_place,"listing"
2685,"js-tractors-llc",not_gd_place,"listing"
2686,"victoria-farm-equipment-co-inc",not_gd_place,"listing"
2687,"raley-equipment",not_gd_place,"listing"
2688,"wharton-tractor-company",not_gd_place,"listing"
2746,"the-insurance-center-mike-bramwell",not_gd_place,"listing"
2747,"tic_fullcolorlogo_pullfromcornertoresize",not_gd_place,"attachment"
2820,"shortened_white_thin_logo_transparent_background",not_gd_place,"attachment"
2829,"j-j-custom-meats",not_gd_place,"listing"
2830,"kitts-meat-processing",not_gd_place,"listing"
2831,"matthiesens-deer-custom-processing",not_gd_place,"listing"
2832,"amend-packing-company",not_gd_place,"listing"
2833,"ruthven-meat-locker",not_gd_place,"listing"
2834,"redwood-farms-meat-processors",not_gd_place,"listing"
2835,"ventura-locker",not_gd_place,"listing"
2836,"west-liberty-locker-and-processing",not_gd_place,"listing"
2837,"ionia-locker-llc",not_gd_place,"listing"
2838,"woudstra-meat-market",not_gd_place,"listing"
2839,"jets-meat-processing",not_gd_place,"listing"
2840,"webster-city-custom-meats",not_gd_place,"listing"
2841,"bachman-farms-llc",not_gd_place,"listing"
2842,"uthe-farms-inc",not_gd_place,"listing"
2843,"hd-custom-forage-harvesting-llc",not_gd_place,"listing"
2844,"jones-harvesting",not_gd_place,"listing"
2845,"derganz-custom-farms",not_gd_place,"listing"
2846,"franken-custom-inc",not_gd_place,"listing"
2847,"boender-custom-farming",not_gd_place,"listing"
2848,"hanson-hilltop-custom-forage-harvesting",not_gd_place,"listing"
2849,"holmes-animal-clinic",not_gd_place,"listing"
2850,"amvc-veterinary-services",not_gd_place,"listing"
2851,"clearview-animal-hospital",not_gd_place,"listing"
2852,"appanoose-veterinary-clinic",not_gd_place,"listing"
2853,"cresco-veterinary-clinic",not_gd_place,"listing"
2854,"southern-hills-veterinary-services-creston",not_gd_place,"listing"
2855,"des-moines-equine-veterinary-services",not_gd_place,"listing"
2856,"estherville-veterinary-clinic",not_gd_place,"listing"
2857,"garner-veterinary-clinic",not_gd_place,"listing"
2858,"guthrie-county-veterinary-services",not_gd_place,"listing"
2859,"hampton-veterinary-center",not_gd_place,"listing"
2860,"indianola-veterinary-clinic",not_gd_place,"listing"
2861,"keosauqua-veterinary-clinic",not_gd_place,"listing"
2862,"farm-family-veterinary-montezuma",not_gd_place,"listing"
2863,"community-veterinary-clinic",not_gd_place,"listing"
2864,"new-hampton-veterinary-clinic",not_gd_place,"listing"
2865,"osage-veterinary-clinic-pc",not_gd_place,"listing"
2866,"osceola-veterinary-clinic",not_gd_place,"listing"
2867,"fremont-county-veterinary-pc",not_gd_place,"listing"
2868,"keokuk-county-veterinary-clinic-sigourney",not_gd_place,"listing"
2869,"tipton-veterinary-services",not_gd_place,"listing"
2870,"waukon-veterinary-services",not_gd_place,"listing"
2871,"webster-city-veterinary-clinic",not_gd_place,"listing"
2872,"winterset-veterinary-center",not_gd_place,"listing"
2873,"hartstack-trucking-inc",not_gd_place,"listing"
2874,"ennis-corp",not_gd_place,"listing"
2875,"schmidt-livestock-trucking-inc",not_gd_place,"listing"
2876,"hunsaker-trucking-inc",not_gd_place,"listing"
2877,"bearman-trucking",not_gd_place,"listing"
2878,"steve-johnson-trucking",not_gd_place,"listing"
2879,"veenstra-trucking",not_gd_place,"listing"
2880,"bgl-livestock-trucking-llc",not_gd_place,"listing"
2881,"silvercreek-livestock-express",not_gd_place,"listing"
2882,"spencer-truck-line-inc",not_gd_place,"listing"
2883,"walker-livestock",not_gd_place,"listing"
2884,"mike-mcmurrin-trucking-inc",not_gd_place,"listing"
2885,"decker-truck-line-inc",not_gd_place,"listing"
2886,"w-m-johnson-truck-line-inc",not_gd_place,"listing"
2887,"imt-transport",not_gd_place,"listing"
2888,"curry-inc",not_gd_place,"listing"
2889,"warren-transport-inc-2",not_gd_place,"listing"
2890,"baker-enterprises-inc",not_gd_place,"listing"
2891,"belzer-equipment-inc",not_gd_place,"listing"
2892,"hog-slat-inc",not_gd_place,"listing"
2893,"seed-stop-inc",not_gd_place,"listing"
2894,"bodensteiner-implement-co-monticello",not_gd_place,"listing"
2895,"worthington-ag-parts",not_gd_place,"listing"
2896,"haley-equipment-inc",not_gd_place,"listing"
2897,"swartzrock-implement-co-inc",not_gd_place,"listing"
2898,"robinson-implement",not_gd_place,"listing"
2899,"windridge-implements-llc",not_gd_place,"listing"
2900,"woodford-equipment",not_gd_place,"listing"
2901,"glenwood-farm-equipment-co",not_gd_place,"listing"
2902,"nelson-farm-supply",not_gd_place,"listing"
2903,"ag-land-implement-inc",not_gd_place,"listing"
2904,"mid-iowa-equipment-inc",not_gd_place,"listing"
2905,"low-implement",not_gd_place,"listing"
2906,"greiner-implement-co-inc",not_gd_place,"listing"
2907,"mulder-implement-inc",not_gd_place,"listing"
2908,"dettman-implement-co",not_gd_place,"listing"
2909,"iowa-farm-equipment",not_gd_place,"listing"
2912,"double-ds-custom-processing-llc",not_gd_place,"listing"
2913,"headwater-meat-processing",not_gd_place,"listing"
2914,"lakes-processing",not_gd_place,"listing"
2915,"fairmont-butcher-block",not_gd_place,"listing"
2916,"fergus-locker",not_gd_place,"listing"
2917,"grand-champion-meats",not_gd_place,"listing"
2918,"karsnia-meat-processing",not_gd_place,"listing"
2919,"okeefes-meat-market",not_gd_place,"listing"
2920,"hilltop-meat-market-llc",not_gd_place,"listing"
2921,"pioneer-meat-market",not_gd_place,"listing"
2922,"haverinen-meat-processing",not_gd_place,"listing"
2923,"laus-meats",not_gd_place,"listing"
2924,"johnson-harvesting-inc",not_gd_place,"listing"
2925,"collins-family-farms",not_gd_place,"listing"
2926,"westlake-harvesting",not_gd_place,"listing"
2927,"david-stock-farm-services-inc",not_gd_place,"listing"
2928,"malecha-inc",not_gd_place,"listing"
2929,"sugden-harvesting-inc",not_gd_place,"listing"
2930,"dh-field-services-inc",not_gd_place,"listing"
2931,"birch-creek-farm-services-inc",not_gd_place,"listing"
2932,"shamrock-farms",not_gd_place,"listing"
2933,"asfeld-custom-combining",not_gd_place,"listing"
2934,"uilk-custom-chopping",not_gd_place,"listing"
2935,"broadwater-ag-service",not_gd_place,"listing"
2936,"baumgardner-harvesting-inc",not_gd_place,"listing"
2937,"thompson-family-harvesting-llc",not_gd_place,"listing"
2938,"paplow-harvesting-trucking",not_gd_place,"listing"
2939,"douglas-county-animal-hospital",not_gd_place,"listing"
2940,"bagley-veterinary-medical-center",not_gd_place,"listing"
2941,"benson-veterinary-clinic",not_gd_place,"listing"
2942,"caledonia-veterinary-clinic",not_gd_place,"listing"
2943,"faribault-veterinary-clinic",not_gd_place,"listing"
2944,"mille-lacs-veterinary-clinic",not_gd_place,"listing"
2945,"swine-vet-center",not_gd_place,"listing"
2946,"glencoe-veterinary-clinic",not_gd_place,"listing"
2947,"kind-veterinary-clinic",not_gd_place,"listing"
2948,"litchfield-veterinary-clinic",not_gd_place,"listing"
2949,"pipestone-veterinary-services",not_gd_place,"listing"
2950,"riverside-animal-clinic",not_gd_place,"listing"
2951,"st-james-veterinary-clinic",not_gd_place,"listing"
2952,"wabasha-veterinary-services",not_gd_place,"listing"
2953,"waseca-clarks-grove-veterinary",not_gd_place,"listing"
2954,"cottonwood-veterinary-clinic",not_gd_place,"listing"
2955,"ertman-trucking",not_gd_place,"listing"
2956,"alsleben-livestock-trucking",not_gd_place,"listing"
2957,"d-d-schwerin-trucking",not_gd_place,"listing"
2958,"b-r-cattle-trucking",not_gd_place,"listing"
2959,"mass-trucking-llc",not_gd_place,"listing"
2960,"bzdoks-trucking-livestock",not_gd_place,"listing"
2961,"randy-gravley-livestock",not_gd_place,"listing"
2962,"malecek-livestock-inc",not_gd_place,"listing"
2963,"bryan-pexa-livestock-trucking",not_gd_place,"listing"
2964,"north-star-towing-inc",not_gd_place,"listing"
2965,"dale-thortsen-trucking-inc",not_gd_place,"listing"
2966,"fletcher-trucking",not_gd_place,"listing"
2967,"morrell-transfer-inc",not_gd_place,"listing"
2968,"golden-ring-trucking-inc",not_gd_place,"listing"
2969,"hicks-trucking-company",not_gd_place,"listing"
2970,"hjort-excavating-inc",not_gd_place,"listing"
2971,"midwest-specialized-transportation",not_gd_place,"listing"
2972,"norman-county-implement-inc",not_gd_place,"listing"
2973,"g2-implement",not_gd_place,"listing"
2974,"valley-plains-equipment-crookston",not_gd_place,"listing"
2975,"rabe-international-fairmont",not_gd_place,"listing"
2976,"dealers-livestock-equipment",not_gd_place,"listing"
2977,"tjosvold-equipment-inc",not_gd_place,"listing"
2978,"haug-implement-co-litchfield",not_gd_place,"listing"
2979,"northern-tractor-implement",not_gd_place,"listing"
2980,"northland-farm-systems",not_gd_place,"listing"
2981,"preston-equipment-co",not_gd_place,"listing"
2982,"dankers-enterprises-inc",not_gd_place,"listing"
2983,"jaycox-implement-worthington",not_gd_place,"listing"
2984,"farmers-packing-inc",not_gd_place,"listing"
2985,"bloomington-meats",not_gd_place,"listing"
2986,"scotts-processing-llc",not_gd_place,"listing"
2988,"blairs-slaughtering-and-processing",not_gd_place,"listing"
2989,"mill-creek-meats-processing",not_gd_place,"listing"
2990,"birkners-processing",not_gd_place,"listing"
2991,"edgar-county-locker-services",not_gd_place,"listing"
2992,"petersburg-poultry-processing",not_gd_place,"listing"
2993,"houser-meats",not_gd_place,"listing"
2994,"cass-meats",not_gd_place,"listing"
2995,"lund-farms-trucking-inc",not_gd_place,"listing"
2996,"kopp-custom-harvesting",not_gd_place,"listing"
2997,"gro-farms",not_gd_place,"listing"
2998,"silver-streak-ag-services-llc",not_gd_place,"listing"
2999,"hansen-custom-farming",not_gd_place,"listing"
3000,"galusha-farm",not_gd_place,"listing"
3001,"hancock-veterinary-clinic-carthage",not_gd_place,"listing"
3002,"crestline-veterinarian-clinic-ltd",not_gd_place,"listing"
3003,"wayne-county-veterinary",not_gd_place,"listing"
3004,"greenville-veterinary-clinic",not_gd_place,"listing"
3005,"harrisburg-veterinary-clinic",not_gd_place,"listing"
3006,"prairie-ridge-veterinary-clinic",not_gd_place,"listing"
3007,"lincoln-land-animal-clinic",not_gd_place,"listing"
3008,"farm-family-veterinary-service",not_gd_place,"listing"
3009,"morrison-veterinary-clinic",not_gd_place,"listing"
3010,"mt-sterling-veterinary-cln",not_gd_place,"listing"
3011,"creekside-veterinary-clinic-2",not_gd_place,"listing"
3012,"newton-veterinary-clinic",not_gd_place,"listing"
3013,"petersburg-veterinary-clinic",not_gd_place,"listing"
3014,"auburn-animal-clinic",not_gd_place,"listing"
3015,"douglas-veterinary-clinic",not_gd_place,"listing"
3016,"brix-veterinary-service",not_gd_place,"listing"
3017,"waterloo-animal-hospital",not_gd_place,"listing"
3018,"lathrop-trucking",not_gd_place,"listing"
3019,"double-h-livestock-hauling",not_gd_place,"listing"
3020,"cloonen-trucking-inc",not_gd_place,"listing"
3021,"boyer-livestock-trucking-llc",not_gd_place,"listing"
3022,"gallano-trucking-inc",not_gd_place,"listing"
3023,"bertis-carlson-trucking-inc",not_gd_place,"listing"
3024,"catom-trucking-inc",not_gd_place,"listing"
3025,"hansen-trucking",not_gd_place,"listing"
3026,"a-n-webber-inc",not_gd_place,"listing"
3027,"stott-contracting-llc",not_gd_place,"listing"
3028,"albion-equipment-co",not_gd_place,"listing"
3029,"shiloh-valley-equipment-co",not_gd_place,"listing"
3030,"sievers-equipment-co-carlinville",not_gd_place,"listing"
3031,"jansen-farm-equipment-inc",not_gd_place,"listing"
3032,"buening-implement-inc",not_gd_place,"listing"
3033,"blunier-implement-inc",not_gd_place,"listing"
3034,"m-s-implement-company-inc",not_gd_place,"listing"
3035,"stelter-hofreiter-inc",not_gd_place,"listing"
3036,"michaels-equipment-co",not_gd_place,"listing"
3037,"painter-farm-equipment-services",not_gd_place,"listing"
3038,"mt-sterling-implement-co",not_gd_place,"listing"
3039,"diedrich-implements-inc",not_gd_place,"listing"
3040,"suchomski-equipment",not_gd_place,"listing"
3041,"beard-implement-co",not_gd_place,"listing"
3042,"meridian-implement-co",not_gd_place,"listing"
3043,"pigg-implement-sales-llc",not_gd_place,"listing"
3044,"arends-awe-inc",not_gd_place,"listing"
3046,"the-meat-market-baraboo",not_gd_place,"listing"
3047,"avon-locker-plant-inc",not_gd_place,"listing"
3048,"the-durand-smokehouse",not_gd_place,"listing"
3049,"wilson-farm-meats",not_gd_place,"listing"
3050,"pierce-county-meats-inc",not_gd_place,"listing"
3051,"cedar-road-meats",not_gd_place,"listing"
3052,"mincoffs-meat-market",not_gd_place,"listing"
3053,"wisconsin-river-meats",not_gd_place,"listing"
3054,"geiss-meat-services-llc",not_gd_place,"listing"
3055,"becks-meat-processing",not_gd_place,"listing"
3056,"country-sausage",not_gd_place,"listing"
3057,"richland-locker-co",not_gd_place,"listing"
3058,"pingel-processing-llc",not_gd_place,"listing"
3059,"d-d-meat-processing",not_gd_place,"listing"
3060,"toms-custom-meat-processing",not_gd_place,"listing"
3061,"peoples-meat-market",not_gd_place,"listing"
3062,"smith-custom-farming-inc",not_gd_place,"listing"
3063,"rohl-custom-harvesting",not_gd_place,"listing"
3064,"lemmenes-custom-farms-llc",not_gd_place,"listing"
3065,"vander-kinter-farms-llc",not_gd_place,"listing"
3066,"averbeck-custom-farming",not_gd_place,"listing"
3067,"kraus-custom-forage-harvesting-llp",not_gd_place,"listing"
3068,"willow-animal-hospital",not_gd_place,"listing"
3069,"barron-veterinary-clinic-ltd",not_gd_place,"listing"
3070,"chippewa-veterinary-clinic-sc",not_gd_place,"listing"
3071,"center-hill-veterinary-clinic",not_gd_place,"listing"
3072,"military-ridge-veterinary-service",not_gd_place,"listing"
3073,"elkhorn-veterinary-clinic-ltd",not_gd_place,"listing"
3074,"pierce-veterinary-clinic",not_gd_place,"listing"
3075,"country-hills-animal-health-sc",not_gd_place,"listing"
3076,"leading-edge-veterinary-services",not_gd_place,"listing"
3077,"croix-valley-veterinary-hospital",not_gd_place,"listing"
3078,"jefferson-veterinary-clinic-s-c",not_gd_place,"listing"
3079,"ladysmith-veterinary-clinic",not_gd_place,"listing"
3080,"lancaster-veterinary-clinic",not_gd_place,"listing"
3081,"monroe-veterinary-service",not_gd_place,"listing"
3082,"phillips-veterinary-clinic",not_gd_place,"listing"
3083,"richland-veterinary-services",not_gd_place,"listing"
3084,"lese-livestock-trucking-llc",not_gd_place,"listing"
3085,"affolter-trucking-livestock",not_gd_place,"listing"
3086,"noss-livestock-trucking",not_gd_place,"listing"
3087,"johnson-livestock-trucking",not_gd_place,"listing"
3088,"wetenkamp-livestock-transport",not_gd_place,"listing"
3089,"dehn-livestock-grain-trucking",not_gd_place,"listing"
3090,"huntington-livestock-trucking",not_gd_place,"listing"
3091,"henning-livestock-trucking",not_gd_place,"listing"
3092,"kloehn-livestock-trucking",not_gd_place,"listing"
3093,"mansur-trucking-inc",not_gd_place,"listing"
3094,"veriha-trucking-inc",not_gd_place,"listing"
3095,"prochnow-transport-inc",not_gd_place,"listing"
3096,"diamond-transportation-system-inc",not_gd_place,"listing"
3097,"j-b-trucking-llc",not_gd_place,"listing"
3098,"swiderski-equipment-inc-antigo",not_gd_place,"listing"
3099,"central-ag-supply-inc-baraboo",not_gd_place,"listing"
3100,"rufs-equipment",not_gd_place,"listing"
3101,"spread-eagle-equipment-sales-inc",not_gd_place,"listing"
3102,"johnson-tractor-janesville",not_gd_place,"listing"
3103,"finney-implement-inc",not_gd_place,"listing"
3104,"dan-bieber-equipment",not_gd_place,"listing"
3105,"lindstrom-equipment-inc-menomonie",not_gd_place,"listing"
3106,"east-side-farm-equipment-sales",not_gd_place,"listing"
3107,"simpsons-tractor-inc",not_gd_place,"listing"
3109,"wilsons-slaughtering-processing",not_gd_place,"listing"
3110,"kriders-meat-processing",not_gd_place,"listing"
3111,"first-capitol-meat-processing-llc",not_gd_place,"listing"
3112,"scobee-meats",not_gd_place,"listing"
3113,"pletchers-poultry-processing",not_gd_place,"listing"
3114,"sander-processing-inc",not_gd_place,"listing"
3115,"beutler-meat-processing-co",not_gd_place,"listing"
3116,"sims-meats",not_gd_place,"listing"
3117,"fisher-meats",not_gd_place,"listing"
3118,"lyndels-processing-llc",not_gd_place,"listing"
3119,"gettinger-family-custom-meats",not_gd_place,"listing"
3120,"rices-quality-farm-meats-inc",not_gd_place,"listing"
3121,"pohlman-custom-killing-processing",not_gd_place,"listing"
3123,"sievers-custom-processing",not_gd_place,"listing"
3124,"ortman-meat-processing",not_gd_place,"listing"
3125,"helman-harvesting-llc",not_gd_place,"listing"
3126,"dc-custom-harvesting",not_gd_place,"listing"
3127,"burnside-custom-harvesting-llc",not_gd_place,"listing"
3128,"phenix-farms-inc",not_gd_place,"listing"
3129,"zimmerman-family-harvesting",not_gd_place,"listing"
3130,"hostetler-custom-harvesting",not_gd_place,"listing"
3131,"west-central-indiana-contractors",not_gd_place,"listing"
3132,"farmstead-veterinary-service-pc",not_gd_place,"listing"
3133,"warrick-veterinary-clinic-boonville",not_gd_place,"listing"
3134,"brownstown-veterinary-clinic",not_gd_place,"listing"
3135,"diamond-h-veterinary-service-llc",not_gd_place,"listing"
3136,"decatur-veterinary-hospital",not_gd_place,"listing"
3137,"hillview-veterinary-clinic",not_gd_place,"listing"
3138,"west-central-veterinary-services",not_gd_place,"listing"
3139,"greensburg-veterinary-clinic",not_gd_place,"listing"
3140,"hartford-animal-clinic",not_gd_place,"listing"
3141,"lagrange-veterinary-clinic",not_gd_place,"listing"
3142,"dearborn-county-animal-clinic",not_gd_place,"listing"
3143,"animal-hospital-martinsville",not_gd_place,"listing"
3144,"parrett-veterinary-clinic",not_gd_place,"listing"
3145,"princeton-veterinary-hospital",not_gd_place,"listing"
3146,"wcvs-rockville-clinic-and-barn",not_gd_place,"listing"
3147,"vincennes-veterinary-clinic",not_gd_place,"listing"
3148,"reece-whaley-livestock-hauling-llc",not_gd_place,"listing"
3150,"howard-curry-transport-inc",not_gd_place,"listing"
3151,"ron-dennys-livestock-hauling",not_gd_place,"listing"
3152,"jmr-trucking-inc",not_gd_place,"listing"
3153,"midnight-flyer-rw-transport",not_gd_place,"listing"
3154,"classic-hauling-inc",not_gd_place,"listing"
3155,"buchanan-hauling",not_gd_place,"listing"
3156,"champion-trucking-co-inc",not_gd_place,"listing"
3157,"huff-contractors-inc",not_gd_place,"listing"
3158,"james-poshard-son",not_gd_place,"listing"
3159,"d-g-heavy-haul",not_gd_place,"listing"
3160,"truelove-brothers-farm-machry",not_gd_place,"listing"
3161,"key-equipment-llc",not_gd_place,"listing"
3162,"lawrence-county-equipment",not_gd_place,"listing"
3163,"copp-farm-supplies",not_gd_place,"listing"
3164,"shewmakers-farm-equipment",not_gd_place,"listing"
3165,"booth-machinery-sales",not_gd_place,"listing"
3166,"castongia-tractor",not_gd_place,"listing"
3167,"edwards-equipment",not_gd_place,"listing"
3168,"paul-w-reidenbach-equipment-co",not_gd_place,"listing"
3169,"burch-implements",not_gd_place,"listing"
3170,"jacobi-sales-inc",not_gd_place,"listing"
3171,"salsman-farm-supply",not_gd_place,"listing"
3172,"miller-equipment-inc",not_gd_place,"listing"
3173,"plevna-implement-company",not_gd_place,"listing"
3174,"bane-welker-equipment",not_gd_place,"listing"
3176,"j-l-farm-equipment",not_gd_place,"listing"
3177,"rudolph-brothers-implement-co",not_gd_place,"listing"
3178,"laker-farm-implement-services",not_gd_place,"listing"
3179,"mullin-equipment",not_gd_place,"listing"
3180,"bingham-farm-machinery",not_gd_place,"listing"
3181,"browns-farm-implement-llc",not_gd_place,"listing"
3182,"mckillip-machinery",not_gd_place,"listing"
3183,"dennis-polk-equipment",not_gd_place,"listing"
3184,"add-your-business",not_gd_place,"wpforms"
3197,"listingsobscured",not_gd_place,"attachment"
3198,"listingsobscured-2",not_gd_place,"attachment"
3199,"step3-4",not_gd_place,"attachment"
3208,"listingstandout",not_gd_place,"attachment"
3279,"l-m-meat-processing-llc",not_gd_place,"listing"
3280,"roberts-custom-processing",not_gd_place,"listing"
3281,"clouds-meat-processing",not_gd_place,"listing"
3282,"chillicothe-meat-locker",not_gd_place,"listing"
3283,"powell-meat-co",not_gd_place,"listing"
3284,"farmington-meat-processing",not_gd_place,"listing"
3285,"walker-meat-processing",not_gd_place,"listing"
3286,"5h-custom-meats",not_gd_place,"listing"
3287,"kahoka-meat-processing-deli",not_gd_place,"listing"
3288,"east-32-meat-processing-llc",not_gd_place,"listing"
3289,"special-d-meats",not_gd_place,"listing"
3290,"chet-and-bills-meat-processors",not_gd_place,"listing"
3291,"braunschweig-processing",not_gd_place,"listing"
3292,"princeton-custom-meat-processing",not_gd_place,"listing"
3293,"wilsons-meat-processing",not_gd_place,"listing"
3294,"kempfs-custom-butchering",not_gd_place,"listing"
3295,"clarks-custom-meat-company",not_gd_place,"listing"
3296,"marys-valley-meat-processing-llc",not_gd_place,"listing"
3297,"leinbach-custom-butchering",not_gd_place,"listing"
3298,"jackmans-meat-processing",not_gd_place,"listing"
3299,"barnetts-meat-processing",not_gd_place,"listing"
3300,"braungardt-ag",not_gd_place,"listing"
3301,"swearingin-farms-custom-harvesting",not_gd_place,"listing"
3302,"blahut-harvesting",not_gd_place,"listing"
3303,"wallace-custom-harvesting",not_gd_place,"listing"
3304,"agri-services-of-lebanon",not_gd_place,"listing"
3305,"knl-harvesting",not_gd_place,"listing"
3306,"bar-diamond-custom-llc",not_gd_place,"listing"
3307,"thouvenel-harvesting-llc",not_gd_place,"listing"
3308,"animal-clinic-of-ava",not_gd_place,"listing"
3309,"boonslick-animal-hospital",not_gd_place,"listing"
3310,"bowling-green-veterinary",not_gd_place,"listing"
3311,"moore-veterinary-clinic",not_gd_place,"listing"
3312,"bates-county-veterinary-clinic",not_gd_place,"listing"
3313,"california-veterinary-clinic",not_gd_place,"listing"
3314,"carroll-county-veterinary-services",not_gd_place,"listing"
3315,"barry-county-veterinary-service",not_gd_place,"listing"
3316,"young-veterinary-clinic",not_gd_place,"listing"
3317,"veterinary-clinic-of-the-mineral-area",not_gd_place,"listing"
3318,"howard-county-veterinary-service",not_gd_place,"listing"
3319,"animal-clinic-of-forsyth",not_gd_place,"listing"
3320,"hermann-veterinary-clinic",not_gd_place,"listing"
3321,"texas-county-veterinary-clinic",not_gd_place,"listing"
3322,"lamar-animal-clinic",not_gd_place,"listing"
3323,"nevada-veterinary-clinic",not_gd_place,"listing"
3324,"palmyra-veterinary-clinic-llc",not_gd_place,"listing"
3325,"jackson-animal-clinic",not_gd_place,"listing"
3326,"hicks-animal-hospital",not_gd_place,"listing"
3327,"cramer-veterinary-clinic",not_gd_place,"listing"
3328,"versailles-veterinary-clinic",not_gd_place,"listing"
3329,"schmidts-custom-livestock-hauling",not_gd_place,"listing"
3330,"rts-livestocke-hauling",not_gd_place,"listing"
3331,"lang-livestock-trucking",not_gd_place,"listing"
3332,"monroe-trucking-llc",not_gd_place,"listing"
3333,"elk-creek-livestock-transportation",not_gd_place,"listing"
3334,"raymond-livestock-hauling-llc",not_gd_place,"listing"
3335,"mc-lane-transport",not_gd_place,"listing"
3336,"bob-williams-livestock-hauling",not_gd_place,"listing"
3337,"ferguson-livestock-express",not_gd_place,"listing"
3338,"greis-trucking-excavating-co",not_gd_place,"listing"
3339,"fleenor-brothers-enterprises",not_gd_place,"listing"
3340,"rice-transport-llc",not_gd_place,"listing"
3341,"trucking-solutions-llc",not_gd_place,"listing"
3342,"whites-heavy-hauling-inc",not_gd_place,"listing"
3343,"sho-me-transport",not_gd_place,"listing"
3344,"hammond-trucking-llc",not_gd_place,"listing"
3345,"j-l-contracting-llc",not_gd_place,"listing"
3346,"r-c-livestock-equipment",not_gd_place,"listing"
3347,"bowling-green-tractor",not_gd_place,"listing"
3348,"don-medlin-company",not_gd_place,"listing"
3349,"medlin-equipment-co",not_gd_place,"listing"
3350,"terry-implement-co-inc",not_gd_place,"listing"
3351,"farm-equipment-sales-inc",not_gd_place,"listing"
3352,"henderson-implement-and-outdoor-power-co",not_gd_place,"listing"
3353,"b-and-s-equipment-sales",not_gd_place,"listing"
3354,"golden-valley-tractor-harrisonville",not_gd_place,"listing"
3355,"sanders-equipment",not_gd_place,"listing"
3356,"greg-abbott-equipment-sales",not_gd_place,"listing"
